idx,p6,p12,p7,p1,p3,p2,p8,p9,ok,step_height,step_length,stable_pairs,longest_streak,mean_y,std_y
346674,40.3,-36,60.9,16,43.5,48,36.7,41.4,1,27.452,78.1011,11,3.081439e+01,-86.7071,6.97323
377724,40.3,-36,62.9,14,43.5,48,38.7,41.4,1,23.5354,69.2176,13,3.157654e+01,-88.4816,6.97357
112913,39.3,-38,60.9,16,39.5,49,36.7,38.4,1,25.9049,72.0874,8,2.698062e+01,-85.9604,6.97429
149082,38.3,-39,62.9,15,42.5,50,38.7,38.4,1,25.758,66.4255,12,3.465513e+01,-86.187,6.97453
145392,38.3,-37,59.9,16,41.5,49,38.7,38.4,1,28.0182,74.162,9,2.544861e+01,-85.2036,6.97459
333039,40.3,-38,60.9,17,41.5,49,35.7,41.4,1,27.0666,77.5634,9,2.810053e+01,-86.0892,6.97485
280453,39.3,-40,62.9,16,42.5,52,36.7,40.4,1,25.5183,68.8219,11,2.503453e+01,-86.5981,6.97602
152193,39.3,-37,61.9,15,42.5,51,38.7,38.4,1,25.4466,70.227,9,2.842948e+01,-86.9077,6.97613
152427,38.3,-40,61.9,17,42.5,51,38.7,38.4,1,29.0056,73.1695,16,3.945239e+01,-84.8409,6.97677
265527,38.3,-40,60.9,17,43.5,52,35.7,40.4,1,26.9434,72.3206,9,2.606368e+01,-84.7002,6.97709
377698,39.3,-36,61.9,14,43.5,48,38.7,41.4,1,24.4239,68.3969,12,3.307336e+01,-87.6264,6.97756
298974,40.3,-36,62.9,14,42.5,48,38.7,40.4,1,23.8362,68.9068,12,3.463321e+01,-88.4377,6.97791
37827,38.3,-40,62.9,15,39.5,50,36.7,37.4,1,24.5991,63.5424,12,2.849184e+01,-86.11,6.97862
343684,40.3,-39,61.9,17,43.5,52,35.7,41.4,1,26.8569,75.7691,8,2.748030e+01,-86.3285,6.97894
149447,38.3,-36,61.9,13,43.5,50,38.7,38.4,1,23.7874,62.4388,9,2.987460e+01,-87.1566,6.97907
26357,38.3,-39,63.9,13,41.5,51,35.7,37.4,1,23.5739,56.2985,10,2.575635e+01,-87.2199,6.97992
361720,41.3,-37,62.9,16,42.5,48,37.7,41.4,1,26.4682,76.9983,12,3.408985e+01,-87.8749,6.98066
156077,38.3,-40,62.9,16,43.5,52,38.7,38.4,1,27.142,68.975,15,3.612171e+01,-85.6165,6.98147
223663,39.3,-38,60.9,17,41.5,49,38.7,39.4,1,28.9936,77.7884,11,3.037192e+01,-85.4794,6.98186
239756,37.3,-39,59.9,16,42.5,49,34.7,40.4,1,26.1366,68.8804,11,2.531867e+01,-84.3336,6.98219
179608,39.3,-39,63.9,14,41.5,50,35.7,39.4,1,24.1796,61.4597,11,2.736488e+01,-87.6483,6.98313
179594,40.3,-37,62.9,14,41.5,50,35.7,39.4,1,24.127,65.3832,10,2.507579e+01,-88.3073,6.98321
37913,39.3,-38,60.9,16,39.5,50,36.7,37.4,1,25.8139,71.989,9,2.752666e+01,-85.8295,6.98333
321751,37.3,-40,59.9,17,43.5,50,34.7,41.4,1,27.0098,71.4773,9,2.543957e+01,-83.8305,6.98364
191751,37.3,-40,59.9,17,40.5,49,36.7,39.4,1,27.1744,71.425,9,2.546388e+01,-83.8375,6.98377
246469,40.3,-37,62.9,14,43.5,51,34.7,40.4,1,24.3793,65.4481,10,2.516791e+01,-88.2464,6.98401
216829,40.3,-40,62.9,17,40.5,52,37.7,39.4,1,26.4423,73.8335,10,2.689232e+01,-86.6712,6.98438
187727,38.3,-40,63.9,14,39.5,48,36.7,39.4,1,23.999,59.4282,11,2.597569e+01,-86.945,6.9845
51448,39.3,-36,61.9,14,41.5,49,37.7,37.4,1,24.7338,67.0751,9,2.821804e+01,-87.256,6.9852
229745,41.3,-37,63.9,15,41.5,51,38.7,39.4,1,24.2217,71.5988,8,2.557372e+01,-88.8035,6.98521
314089,40.3,-38,62.9,15,41.5,48,34.7,41.4,1,25.0293,68.4697,11,2.601365e+01,-87.674,6.98532
299587,38.3,-38,62.9,14,43.5,48,38.7,40.4,1,24.2962,64.2648,11,2.643889e+01,-86.785,6.98556
305564,40.3,-38,61.9,17,42.5,50,38.7,40.4,1,28.3296,78.7772,11,3.053475e+01,-86.4584,6.9865
227293,39.3,-37,60.9,16,42.5,50,38.7,39.4,1,27.489,75.1306,9,2.563422e+01,-86.1796,6.98726
251152,38.3,-40,60.9,17,40.5,48,35.7,40.4,1,27.0084,72.2808,8,2.638035e+01,-84.6054,6.98756
323479,40.3,-40,63.9,15,41.5,51,34.7,41.4,1,23.9985,64.8425,11,2.531191e+01,-88.0474,6.98757
128495,41.3,-37,63.9,15,39.5,49,37.7,38.4,1,24.4196,73.4606,9,2.638528e+01,-88.5522,6.98852
149176,37.3,-40,61.9,16,42.5,50,38.7,38.4,1,27.6784,68.2497,15,3.533040e+01,-84.7314,6.9902
215524,40.3,-36,59.9,17,43.5,51,37.7,39.4,1,29.5111,82.5416,10,2.819287e+01,-85.6875,6.99026
261603,39.3,-40,63.9,15,42.5,51,35.7,40.4,1,24.8255,64.4156,11,2.803397e+01,-87.1713,6.99114
332953,39.3,-40,62.9,16,41.5,49,35.7,41.4,1,25.4944,68.8355,11,2.525080e+01,-86.504,6.99128
225995,41.3,-37,63.9,15,40.5,50,38.7,39.4,1,24.3389,71.469,8,2.566923e+01,-88.7997,6.9914
19636,37.3,-38,59.9,15,40.5,49,35.7,37.4,1,25.301,66.0274,11,2.534101e+01,-84.7583,6.99188
380969,40.3,-37,62.9,15,43.5,49,38.7,41.4,1,24.9179,71.9042,13,3.395107e+01,-87.9496,6.99262
63816,37.3,-37,61.9,13,41.5,48,38.7,37.4,1,24.2113,59.956,9,2.913554e+01,-86.2602,6.99275
170328,39.3,-40,62.9,15,41.5,52,34.7,39.4,1,24.1853,64.059,9,2.572279e+01,-86.9044,6.99292
144913,39.3,-38,60.9,17,40.5,49,38.7,38.4,1,29.3183,77.5218,11,3.100875e+01,-85.3737,6.99294
152213,39.3,-38,62.9,15,42.5,51,38.7,38.4,1,25.2927,68.6177,10,3.102798e+01,-87.0125,6.9938
37813,39.3,-38,61.9,15,39.5,50,36.7,37.4,1,24.5547,67.4512,11,2.593159e+01,-86.7331,6.99498
145723,39.3,-36,62.9,13,42.5,49,38.7,38.4,1,23.3888,63.1654,10,2.807167e+01,-88.0315,6.99502
266078,39.3,-40,62.9,16,39.5,48,36.7,40.4,1,25.5372,68.7839,11,2.531454e+01,-86.5101,6.99502
66582,38.3,-39,62.9,15,40.5,49,38.7,37.4,1,25.7502,66.0323,12,3.306411e+01,-86.13,6.99511
152119,40.3,-37,63.9,14,42.5,51,38.7,38.4,1,23.7264,66.6019,7,2.636093e+01,-88.4752,6.99581
223375,41.3,-36,63.9,14,41.5,49,38.7,39.4,1,23.8658,69.2245,7,2.819413e+01,-89.3158,6.99607
246577,38.3,-40,62.9,15,43.5,51,34.7,40.4,1,24.9874,63.6993,12,2.800163e+01,-86.1308,6.99648
317913,39.3,-38,60.9,16,42.5,49,34.7,41.4,1,26.0985,72.251,11,2.668690e+01,-85.9903,6.99656
151720,41.3,-37,62.9,16,41.5,51,38.7,38.4,1,30.6535,104.12,10,3.132340e+01,-87.9251,6.99707
73848,39.3,-36,62.9,13,42.5,51,38.7,37.4,1,23.4851,62.7496,7,2.600100e+01,-88.0507,6.99709
362219,40.3,-37,62.9,15,43.5,48,37.7,41.4,1,25.2089,71.7237,13,3.483632e+01,-87.7852,6.99743
137979,40.3,-40,63.9,16,39.5,52,37.7,38.4,1,24.5487,69.3014,11,2.611088e+01,-87.4257,6.99757
246483,39.3,-39,63.9,14,43.5,51,34.7,40.4,1,24.4045,61.4803,11,2.742039e+01,-87.5975,6.99799
283449,40.3,-36,61.9,15,42.5,48,37.7,40.4,1,25.8694,73.2002,8,2.925237e+01,-87.6007,6.99807
15147,38.3,-36,59.9,14,43.5,52,34.7,37.4,1,24.4709,65.5383,11,2.583025e+01,-85.9801,6.99905
108352,38.3,-40,63.9,14,42.5,52,35.7,38.4,1,24.2873,59.2867,11,2.661046e+01,-86.7745,7.00068
254882,38.3,-39,59.9,17,41.5,49,35.7,40.4,1,27.2698,74.0002,9,2.666053e+01,-84.4621,7.00142
186495,41.3,-37,63.9,14,42.5,52,35.7,39.4,1,24.0751,66.0922,10,2.552720e+01,-89.2009,7.00189
211600,41.3,-36,62.9,15,42.5,50,37.7,39.4,1,25.2357,73.6981,9,3.030807e+01,-88.4033,7.00206
141682,38.3,-39,61.9,16,40.5,48,38.7,38.4,1,27.6138,70.4864,12,3.457991e+01,-85.4576,7.00306
155450,41.3,-36,61.9,16,42.5,52,38.7,38.4,1,31.6904,108.347,9,2.746828e+01,-87.7644,7.00495
103453,39.3,-40,62.9,15,39.5,51,35.7,38.4,1,24.0942,63.9708,9,2.554236e+01,-86.9578,7.0063
235918,39.3,-37,60.9,15,41.5,48,34.7,40.4,1,25.206,69.3951,11,2.627130e+01,-86.5303,7.00639
187076,37.3,-40,62.9,14,43.5,52,35.7,39.4,1,24.2025,58.7564,11,2.549110e+01,-85.9837,7.00723
66562,38.3,-38,61.9,15,40.5,49,38.7,37.4,1,25.9333,67.561,10,2.782096e+01,-86.0397,7.00728
212387,38.3,-38,59.9,17,43.5,50,37.7,39.4,1,29.4804,76.9317,12,2.993250e+01,-84.4355,7.00737
297970,41.3,-37,62.9,16,40.5,48,38.7,40.4,1,26.151,76.7578,8,2.655855e+01,-87.9998,7.0075
377245,41.3,-37,63.9,15,42.5,48,38.7,41.4,1,24.3407,72.6494,12,3.065356e+01,-88.7818,7.00784
269235,41.3,-39,63.9,16,39.5,49,36.7,40.4,1,25.3517,72.0071,11,2.693505e+01,-88.102,7.00826
77113,39.3,-38,63.9,14,42.5,52,38.7,37.4,1,23.6752,64.016,9,2.953768e+01,-87.6301,7.00848
208563,39.3,-38,61.9,16,42.5,49,37.7,39.4,1,27.6127,73.1722,12,3.600517e+01,-86.1028,7.00937
45501,37.3,-40,59.9,17,41.5,52,36.7,37.4,1,27.508,71.3719,8,2.647117e+01,-83.54,7.00995
63411,37.3,-38,60.9,15,40.5,48,38.7,37.4,1,26.7494,66.9344,11,3.037349e+01,-85.1243,7.01029
215444,40.3,-37,61.9,16,43.5,51,37.7,39.4,1,27.404,75.829,10,3.059604e+01,-86.8327,7.01124
220837,38.3,-38,62.9,14,42.5,48,38.7,39.4,1,24.669,63.9835,11,2.747402e+01,-86.7334,7.01144
302832,38.3,-39,62.9,15,43.5,49,38.7,40.4,1,25.6183,66.9169,12,3.238179e+01,-86.3024,7.01177
130198,39.3,-36,61.9,14,42.5,49,37.7,38.4,1,25.0554,67.4092,8,3.095072e+01,-87.2994,7.01198
223948,39.3,-36,61.9,14,42.5,49,38.7,39.4,1,24.7755,67.8306,7,2.710615e+01,-87.5064,7.01205
97901,37.3,-40,60.9,16,40.5,49,35.7,38.4,1,26.1266,67.1921,10,2.968091e+01,-84.3196,7.01243
77786,37.3,-38,60.9,15,43.5,52,38.7,37.4,1,26.6878,67.0105,10,3.001880e+01,-85.1636,7.01246
227718,39.3,-37,62.9,14,43.5,50,38.7,39.4,1,24.3335,66.2704,11,3.373515e+01,-87.5791,7.01279
40964,40.3,-38,62.9,15,39.5,51,36.7,37.4,1,23.8557,68.0995,11,2.649603e+01,-87.6377,7.0128
346694,40.3,-37,61.9,16,43.5,48,36.7,41.4,1,27.4025,76.0883,14,3.704900e+01,-86.8359,7.01287
145791,37.3,-37,60.9,14,42.5,49,38.7,38.4,1,25.5673,64.5436,9,2.858660e+01,-85.7566,7.01294
73942,38.3,-37,61.9,14,42.5,51,38.7,37.4,1,24.7962,64.9293,8,2.662464e+01,-86.623,7.01407
772,38.3,-36,59.9,14,40.5,48,34.7,37.4,1,24.5048,65.4883,11,2.605066e+01,-85.9385,7.01409
172120,41.3,-37,63.9,14,39.5,48,35.7,39.4,1,24.1143,66.0476,10,2.575466e+01,-89.1497,7.0145
106610,41.3,-39,63.9,15,39.5,52,35.7,38.4,1,23.6714,66.9266,9,2.720793e+01,-88.6004,7.01524
156057,38.3,-39,61.9,16,43.5,52,38.7,38.4,1,27.527,70.5354,13,3.617249e+01,-85.511,7.01527
284016,37.3,-37,59.9,15,43.5,48,37.7,40.4,1,27.0133,69.1994,10,2.685230e+01,-85.1399,7.01561
204913,39.3,-38,60.9,17,41.5,48,37.7,39.4,1,29.5311,77.6987,12,3.493636e+01,-85.2098,7.01615
47099,40.3,-36,62.9,14,39.5,48,37.7,37.4,1,24.0489,67.4431,8,2.515025e+01,-88.1735,7.01703
97707,38.3,-39,62.9,14,40.5,49,35.7,38.4,1,24.3471,60.693,11,2.731232e+01,-86.6345,7.01703
224042,38.3,-37,60.9,15,42.5,49,38.7,39.4,1,26.5431,69.8422,9,2.749884e+01,-86.0492,7.01782
142087,38.3,-38,62.9,14,41.5,48,38.7,38.4,1,24.8493,63.7063,10,2.907569e+01,-86.6899,7.01805
299156,37.3,-39,60.9,16,42.5,48,38.7,40.4,1,27.7314,70.2708,15,3.311280e+01,-84.7882,7.01811
302219,40.3,-37,62.9,15,42.5,49,38.7,40.4,1,25.2627,71.5756,8,3.146414e+01,-87.8801,7.01821
204200,41.3,-36,61.9,16,40.5,48,37.7,39.4,1,26.9149,78.4464,10,2.779070e+01,-87.5105,7.01831
299042,38.3,-37,60.9,15,42.5,48,38.7,40.4,1,26.536,70.0878,9,2.720426e+01,-86.1176,7.01861
324720,41.3,-37,62.9,15,43.5,51,34.7,41.4,1,25.2271,71.0256,10,2.696220e+01,-88.3849,7.01899
268651,37.3,-40,60.9,17,43.5,48,36.7,40.4,1,29.303,72.4751,17,3.683099e+01,-83.8478,7.0193
377786,37.3,-38,60.9,15,43.5,48,38.7,41.4,1,26.5812,67.9437,14,3.030067e+01,-85.4338,7.01955
272979,40.3,-40,63.9,16,40.5,50,36.7,40.4,1,25.4585,69.5508,11,2.579721e+01,-87.4067,7.02003
291829,40.3,-40,62.9,17,40.5,51,37.7,40.4,1,26.7268,73.9008,11,2.649298e+01,-86.7667,7.02067
291729,40.3,-40,63.9,16,40.5,51,37.7,40.4,1,25.4174,69.5243,10,2.534204e+01,-87.597,7.02131
138079,40.3,-40,62.9,17,39.5,52,37.7,38.4,1,26.1188,73.6666,9,2.747280e+01,-86.5326,7.02151
113013,39.3,-38,59.9,17,39.5,49,36.7,38.4,1,27.5465,76.5079,8,2.852803e+01,-84.938,7.02191
299176,37.3,-40,61.9,16,42.5,48,38.7,40.4,1,27.3578,68.6834,15,3.176751e+01,-84.8917,7.02202
261589,40.3,-38,62.9,15,42.5,51,35.7,40.4,1,24.9762,68.4482,10,2.569141e+01,-87.7693,7.02236
205426,37.3,-40,61.9,16,42.5,48,37.7,39.4,1,27.9986,68.2723,15,3.537629e+01,-84.6284,7.02248
55272,38.3,-36,59.9,15,42.5,50,37.7,37.4,1,26.9878,71.092,9,2.530402e+01,-85.5956,7.0225
276809,40.3,-39,61.9,17,41.5,51,36.7,40.4,1,27.0478,75.6991,9,2.741222e+01,-86.3729,7.02304
380490,41.3,-38,63.9,16,42.5,49,38.7,41.4,1,25.828,75.1762,14,3.731770e+01,-88.1946,7.02316
58423,39.3,-36,60.9,15,42.5,51,37.7,37.4,1,26.181,71.7472,9,2.585693e+01,-86.4922,7.02355
321477,38.3,-40,63.9,14,43.5,50,34.7,41.4,1,24.2885,59.5008,10,2.581880e+01,-86.9171,7.02442
220791,37.3,-37,60.9,14,42.5,48,38.7,39.4,1,25.6088,64.7611,10,3.041681e+01,-85.8066,7.02492
41657,38.3,-39,60.9,16,40.5,51,36.7,37.4,1,26.1653,69.5352,9,2.629470e+01,-85.1393,7.0255
141762,38.3,-38,59.9,17,40.5,48,38.7,38.4,1,29.9599,76.7864,11,3.021990e+01,-84.477,7.02567
164582,38.3,-39,62.9,14,42.5,50,34.7,39.4,1,24.55,60.7417,11,2.737006e+01,-86.5907,7.02592
26451,37.3,-40,62.9,14,41.5,51,35.7,37.4,1,24.4169,58.5062,12,2.656648e+01,-85.7658,7.02645
302313,39.3,-38,61.9,16,42.5,49,38.7,40.4,1,27.1936,73.4188,13,3.184017e+01,-86.3971,7.02691
242725,41.3,-36,62.9,14,42.5,50,34.7,40.4,1,24.5135,67.9066,10,2.626659e+01,-88.9463,7.02724
305350,41.3,-36,62.9,15,42.5,50,38.7,40.4,1,25.0177,73.9574,7,2.569383e+01,-88.6598,7.02762
224176,37.3,-40,61.9,16,42.5,49,38.7,39.4,1,27.6489,68.4639,15,3.444189e+01,-84.8046,7.02785
361814,40.3,-38,61.9,17,42.5,48,37.7,41.4,1,28.5995,78.8564,14,3.432868e+01,-86.3363,7.02789
236026,37.3,-40,60.9,16,41.5,48,34.7,40.4,1,26.0574,67.2358,12,2.907269e+01,-84.4361,7.02791
130292,38.3,-37,60.9,15,42.5,49,37.7,38.4,1,26.8226,69.4511,10,3.155015e+01,-85.8124,7.02796
346788,39.3,-38,60.9,17,43.5,48,36.7,41.4,1,29.0652,77.9335,15,3.404412e+01,-85.3236,7.02804
268537,38.3,-38,60.9,16,43.5,48,36.7,40.4,1,27.9893,72.4498,16,3.740273e+01,-85.2052,7.02809
190266,37.3,-37,59.9,15,43.5,48,36.7,39.4,1,27.1628,68.7578,10,3.077643e+01,-84.8997,7.0281
224447,38.3,-36,61.9,13,43.5,49,38.7,39.4,1,24.0238,62.6336,10,3.076539e+01,-87.1787,7.02842
223084,40.3,-39,62.9,17,40.5,49,38.7,39.4,1,28.3983,76.5677,12,3.455986e+01,-86.4889,7.02866
224062,38.3,-38,61.9,15,42.5,49,38.7,39.4,1,26.1962,68.2106,12,3.501660e+01,-86.1573,7.029
268517,38.3,-37,59.9,16,43.5,48,36.7,40.4,1,28.1691,74.3287,10,2.924338e+01,-85.0739,7.02933
137193,39.3,-37,61.9,15,43.5,51,37.7,38.4,1,26.3637,70.185,10,3.219296e+01,-86.6897,7.02941
283543,39.3,-37,60.9,16,42.5,48,37.7,40.4,1,27.7578,75.2275,10,2.952611e+01,-86.0813,7.02956
205406,37.3,-39,60.9,16,42.5,48,37.7,39.4,1,28.0552,69.8551,15,3.654684e+01,-84.5385,7.02957
268423,39.3,-36,60.9,15,43.5,48,36.7,40.4,1,26.6879,72.3133,9,2.902144e+01,-86.5716,7.02971
362401,37.3,-40,60.9,17,43.5,48,37.7,41.4,1,28.799,72.7632,16,3.445922e+01,-84.1776,7.03018
283563,39.3,-38,61.9,16,42.5,48,37.7,40.4,1,27.4725,73.3274,15,3.746500e+01,-86.2109,7.03071
377832,38.3,-39,62.9,15,43.5,48,38.7,41.4,1,25.5259,67.1267,13,2.949432e+01,-86.3677,7.03096
164488,39.3,-38,63.9,13,42.5,50,34.7,39.4,1,23.9288,58.4232,10,2.656986e+01,-88.0291,7.03137
205292,38.3,-37,60.9,15,42.5,48,37.7,39.4,1,26.7125,69.6717,10,3.104823e+01,-85.9002,7.03155
230849,40.3,-36,62.9,14,43.5,51,38.7,39.4,1,24.1555,68.5335,7,2.754564e+01,-88.4073,7.03157
130697,38.3,-36,61.9,13,43.5,49,37.7,38.4,1,24.3297,62.2445,9,2.798897e+01,-87.0123,7.03162
286814,40.3,-38,61.9,17,42.5,49,37.7,40.4,1,29.0004,78.6854,13,3.501290e+01,-86.1904,7.03164
126642,38.3,-37,59.9,16,41.5,48,37.7,38.4,1,28.4357,74.0815,11,2.983359e+01,-84.9861,7.03167
309120,41.3,-37,63.9,15,43.5,51,38.7,40.4,1,24.5831,72.2997,9,3.475640e+01,-88.7677,7.032
234328,39.3,-40,62.9,17,43.5,52,38.7,39.4,1,28.5805,74.0821,16,3.789100e+01,-85.798,7.03318
387465,41.3,-38,62.9,17,43.5,51,38.7,41.4,1,27.8587,79.7534,12,3.070642e+01,-87.4156,7.03371
52041,37.3,-37,60.9,14,42.5,49,37.7,37.4,1,25.9178,64.1375,10,2.941914e+01,-85.5556,7.03384
239576,37.3,-40,62.9,14,42.5,49,34.7,40.4,1,24.3552,58.7171,11,2.573367e+01,-85.9159,7.03396
132419,40.3,-37,60.9,17,40.5,50,37.7,38.4,1,28.5055,79.6802,11,2.853592e+01,-85.8412,7.034
309214,40.3,-38,62.9,16,43.5,51,38.7,40.4,1,26.6271,74.1825,12,3.532933e+01,-87.2783,7.03403
179702,38.3,-40,62.9,15,41.5,50,35.7,39.4,1,25.0206,63.6526,12,2.797154e+01,-86.1486,7.03423
127021,37.3,-36,59.9,14,42.5,48,37.7,38.4,1,26.0851,65.9673,8,2.667679e+01,-85.5279,7.03435
297990,41.3,-38,63.9,16,40.5,48,38.7,40.4,1,25.9827,74.8426,10,3.363645e+01,-88.1202,7.0346
26537,38.3,-38,60.9,15,41.5,51,35.7,37.4,1,25.2469,66.7814,10,2.592718e+01,-85.6299,7.03521
309194,40.3,-37,61.9,16,43.5,51,38.7,40.4,1,27.1335,76.0868,8,2.582386e+01,-87.1359,7.03522
111522,38.3,-36,59.9,15,42.5,48,36.7,38.4,1,27.3577,71.1902,10,2.936519e+01,-85.4777,7.03609
230943,39.3,-37,61.9,15,43.5,51,38.7,39.4,1,26.0144,70.5653,8,2.798253e+01,-86.944,7.03615
179788,39.3,-38,60.9,16,41.5,50,35.7,39.4,1,26.2977,72.1726,9,2.709013e+01,-85.8662,7.03648
62912,38.3,-38,60.9,16,39.5,48,38.7,37.4,1,27.9832,71.9909,11,2.945762e+01,-85.2439,7.03723
148369,40.3,-37,63.9,14,41.5,50,38.7,38.4,1,23.8798,66.5034,8,3.051453e+01,-88.4707,7.03745
387485,41.3,-39,63.9,17,43.5,51,38.7,41.4,1,27.3702,77.8047,15,3.931063e+01,-87.5553,7.03865
246563,39.3,-38,61.9,15,43.5,51,34.7,40.4,1,25.2222,67.6865,11,2.568246e+01,-86.7034,7.03882
219625,41.3,-36,63.9,14,40.5,48,38.7,39.4,1,24.0313,69.1174,7,2.831646e+01,-89.3068,7.03911
220526,37.3,-40,60.9,17,41.5,48,38.7,39.4,1,29.3008,72.5152,17,3.612218e+01,-84.0471,7.0395
223489,40.3,-38,63.9,15,41.5,49,38.7,39.4,1,25.0549,69.5793,9,2.772951e+01,-87.9058,7.04093
362287,38.3,-38,60.9,16,43.5,48,37.7,41.4,1,27.6962,72.7608,15,3.515033e+01,-85.5011,7.04101
144813,39.3,-38,61.9,16,40.5,49,38.7,38.4,1,27.2845,72.939,10,2.957711e+01,-86.2288,7.04123
276709,40.3,-39,62.9,16,41.5,51,36.7,40.4,1,25.7945,71.2621,11,2.613035e+01,-87.2723,7.04143
284036,37.3,-38,60.9,15,43.5,48,37.7,40.4,1,26.695,67.5597,13,3.363467e+01,-85.2469,7.04157
298663,39.3,-38,60.9,17,41.5,48,38.7,40.4,1,29.201,77.9534,10,2.598154e+01,-85.5635,7.04162
312345,41.3,-37,62.9,16,43.5,52,38.7,40.4,1,26.285,76.7871,8,2.636021e+01,-88.0277,7.04195
377313,39.3,-38,61.9,16,42.5,48,38.7,41.4,1,27.1708,73.6661,15,3.544735e+01,-86.4772,7.042
305989,40.3,-38,63.9,15,43.5,50,38.7,40.4,1,24.9351,69.9598,10,2.704880e+01,-87.941,7.04252
290350,41.3,-36,62.9,15,43.5,50,37.7,40.4,1,25.5739,73.9446,8,2.978448e+01,-88.4571,7.04323
190286,37.3,-38,60.9,15,43.5,48,36.7,39.4,1,27.13,67.1204,13,3.562893e+01,-84.9925,7.04325
101631,37.3,-39,59.9,16,41.5,50,35.7,38.4,1,26.4833,68.8181,9,2.575553e+01,-84.1893,7.04374
145811,37.3,-38,61.9,14,42.5,49,38.7,38.4,1,25.4576,63.0013,11,3.208125e+01,-85.8228,7.04389
164676,37.3,-40,61.9,15,42.5,50,34.7,39.4,1,25.1552,62.934,12,2.796240e+01,-85.1009,7.04396
254602,38.3,-40,63.9,14,41.5,49,35.7,40.4,1,24.3062,59.4622,10,2.588175e+01,-86.9142,7.04458
189773,39.3,-36,59.9,16,42.5,48,36.7,39.4,1,28.5564,76.8927,11,3.125834e+01,-85.5527,7.04471
380584,40.3,-39,62.9,17,42.5,49,38.7,41.4,1,27.9986,77.0114,15,3.841154e+01,-86.691,7.04534
273065,41.3,-38,61.9,17,40.5,50,36.7,40.4,1,27.1384,78.3443,9,2.869841e+01,-86.9765,7.0455
268631,37.3,-39,59.9,17,43.5,48,36.7,40.4,1,29.4508,74.269,17,3.816989e+01,-83.7173,7.04582
299447,38.3,-36,61.9,13,43.5,48,38.7,40.4,1,24.0442,62.8388,11,3.059995e+01,-87.2158,7.04647
127041,37.3,-37,60.9,14,42.5,48,37.7,38.4,1,25.9121,64.3669,10,3.135972e+01,-85.6199,7.04742
302333,39.3,-39,62.9,16,42.5,49,38.7,40.4,1,26.934,71.744,15,3.495364e+01,-86.5018,7.04748
208543,39.3,-37,60.9,16,42.5,49,37.7,39.4,1,28.038,75.0483,10,2.996979e+01,-85.9628,7.04761
74421,37.3,-36,60.9,13,43.5,51,38.7,37.4,1,24.713,61.4038,7,2.502307e+01,-86.1961,7.04762
112727,38.3,-40,63.9,14,39.5,49,36.7,38.4,1,24.2092,59.3063,11,2.633197e+01,-86.8518,7.04762
73363,39.3,-38,63.9,14,41.5,51,38.7,37.4,1,23.7921,63.9151,8,2.968354e+01,-87.6239,7.04807
52021,37.3,-36,59.9,14,42.5,49,37.7,37.4,1,26.161,65.7118,9,2.700623e+01,-85.4531,7.04814
66947,38.3,-36,61.9,13,41.5,49,38.7,37.4,1,24.0735,62.0507,7,2.561024e+01,-87.1025,7.04875
145526,37.3,-40,60.9,17,41.5,49,38.7,38.4,1,29.7241,72.3788,16,3.853419e+01,-83.9399,7.04879
197965,41.3,-38,62.9,16,40.5,51,36.7,39.4,1,25.5696,73.7065,11,2.771368e+01,-87.8328,7.04885
70098,39.3,-36,62.9,13,41.5,50,38.7,37.4,1,23.6648,62.6458,7,2.610182e+01,-88.0337,7.049
145218,39.3,-37,62.9,14,41.5,49,38.7,38.4,1,24.54,65.8845,8,2.988110e+01,-87.5387,7.04908
224581,37.3,-39,62.9,14,43.5,49,38.7,39.4,1,25.2267,61.7691,12,2.934319e+01,-85.9073,7.04945
33271,37.3,-36,59.9,14,42.5,48,36.7,37.4,1,26.4297,65.5122,10,3.072078e+01,-85.2875,7.04949
362381,37.3,-39,59.9,17,43.5,48,37.7,41.4,1,29.5606,74.5151,17,3.259343e+01,-84.0284,7.04968
205697,38.3,-36,61.9,13,43.5,48,37.7,39.4,1,24.3169,62.4607,10,2.788902e+01,-87.0599,7.05049
70717,38.3,-37,62.9,13,42.5,50,38.7,37.4,1,23.8986,60.6244,8,2.585327e+01,-87.1495,7.05122
141973,39.3,-36,62.9,13,41.5,48,38.7,38.4,1,23.6116,63.0707,9,2.680458e+01,-88.0218,7.05159
149156,37.3,-39,60.9,16,42.5,50,38.7,38.4,1,28.1835,69.7958,14,3.654750e+01,-84.609,7.0516
302293,39.3,-37,60.9,16,42.5,49,38.7,40.4,1,27.9005,75.3001,9,2.538877e+01,-86.2411,7.0518
254782,38.3,-39,60.9,16,41.5,49,35.7,40.4,1,26.2796,69.6756,11,2.545058e+01,-85.3385,7.05192
271674,40.3,-36,60.9,16,43.5,49,36.7,40.4,1,28.1604,77.8892,10,3.137138e+01,-86.5291,7.05316
314183,39.3,-39,61.9,16,41.5,48,34.7,41.4,1,26.0444,70.4896,10,2.637930e+01,-86.1008,7.05398
257859,40.3,-39,63.9,15,41.5,50,35.7,40.4,1,25.1134,66.7351,11,2.936299e+01,-87.8734,7.05412
73962,38.3,-38,62.9,14,42.5,51,38.7,37.4,1,24.847,63.4066,9,3.124312e+01,-86.6851,7.05432
82587,38.3,-38,62.9,13,41.5,49,34.7,38.4,1,24.0581,57.6454,11,2.652195e+01,-87.0297,7.05439
