idx,p6,p12,p7,p1,p3,p2,p8,p9,ok,step_height,step_length,stable_pairs,longest_streak,mean_y,std_y
380951,37.3,-40,62.9,15,43.5,49,38.7,41.4,1,28.6842,64.569,13,3.024220e+01,-85.4541,7.54187
387245,41.3,-37,63.9,15,43.5,51,38.7,41.4,1,27.7158,72.2564,7,2.856374e+01,-88.6938,7.54238
377093,39.3,-37,62.9,14,42.5,48,38.7,41.4,1,27.3566,66.3214,8,2.883115e+01,-87.5302,7.54249
231031,37.3,-39,60.9,16,43.5,51,38.7,39.4,1,30.9431,69.879,11,3.018987e+01,-84.5609,7.54293
293495,41.3,-37,63.9,15,43.5,51,37.7,40.4,1,28.0418,71.83,9,3.270070e+01,-88.4542,7.54328
130072,38.3,-36,61.9,13,42.5,49,37.7,38.4,1,26.959,61.851,7,2.564430e+01,-86.8542,7.54375
205166,37.3,-37,60.9,14,42.5,48,37.7,39.4,1,28.4107,64.3089,8,2.590242e+01,-85.5272,7.54435
298842,38.3,-37,62.9,13,42.5,48,38.7,40.4,1,26.5585,60.8784,9,2.861806e+01,-87.1033,7.54451
302227,38.3,-40,63.9,15,42.5,49,38.7,40.4,1,28.5432,65.0543,12,3.250003e+01,-86.2354,7.54474
290552,38.3,-40,61.9,17,43.5,50,37.7,40.4,1,31.793,73.2503,17,3.700487e+01,-84.7399,7.54482
151993,39.3,-37,63.9,13,42.5,51,38.7,38.4,1,25.8255,61.0925,7,2.525241e+01,-87.9456,7.54492
362067,38.3,-37,61.9,14,43.5,48,37.7,41.4,1,27.9019,65.4656,8,2.849541e+01,-86.5602,7.5453
380931,37.3,-39,61.9,15,43.5,49,38.7,41.4,1,29.1539,66.0898,13,3.140378e+01,-85.3658,7.54535
302207,38.3,-39,62.9,15,42.5,49,38.7,40.4,1,28.7338,66.5883,12,3.354351e+01,-86.1683,7.54562
32672,38.3,-36,60.9,14,41.5,48,36.7,37.4,1,28.5458,65.9939,10,2.823261e+01,-85.9962,7.54577
53583,39.3,-39,62.9,16,39.5,50,37.7,37.4,1,28.475,70.3934,12,3.042977e+01,-85.9502,7.54577
297984,40.3,-39,63.9,16,40.5,48,38.7,40.4,1,29.5912,72.1552,10,3.229628e+01,-87.2184,7.54591
205072,38.3,-36,61.9,13,42.5,48,37.7,39.4,1,26.9683,62.0676,7,2.537812e+01,-86.9041,7.54611
379965,41.3,-38,62.9,17,41.5,49,38.7,41.4,1,31.3958,79.5808,9,2.686912e+01,-87.2549,7.54705
214925,41.3,-36,60.9,17,42.5,51,37.7,39.4,1,33.1575,83.1719,10,2.900766e+01,-86.3878,7.54757
58223,39.3,-36,62.9,13,42.5,51,37.7,37.4,1,26.1735,62.2109,7,2.643872e+01,-87.7184,7.54861
145286,37.3,-38,60.9,15,41.5,49,38.7,38.4,1,29.7344,66.9852,9,2.686691e+01,-85.0289,7.54908
364865,41.3,-38,63.9,16,42.5,49,37.7,41.4,1,29.5057,74.8406,10,3.350129e+01,-87.8759,7.54922
268411,37.3,-38,60.9,15,43.5,48,36.7,40.4,1,29.4627,67.124,11,3.223467e+01,-84.9661,7.5494
130186,37.3,-38,61.9,14,42.5,49,37.7,38.4,1,28.3187,62.5528,10,3.074468e+01,-85.5464,7.54971
100852,38.3,-40,63.9,14,40.5,50,35.7,38.4,1,26.2429,59.089,11,2.685824e+01,-86.5125,7.55068
305478,39.3,-40,63.9,16,42.5,50,38.7,40.4,1,29.7149,69.9091,14,3.575396e+01,-86.4831,7.55087
361999,40.3,-36,63.9,13,43.5,48,37.7,41.4,1,25.8661,63.9528,9,2.778021e+01,-88.7719,7.5519
155951,37.3,-40,62.9,15,43.5,52,38.7,38.4,1,29.2486,63.9753,12,3.224938e+01,-85.2575,7.5524
208343,39.3,-37,62.9,14,42.5,49,37.7,39.4,1,27.6485,65.7152,8,2.993147e+01,-87.2931,7.55289
320978,39.3,-40,63.9,15,42.5,50,34.7,41.4,1,26.9616,64.3187,12,2.831277e+01,-86.8887,7.553
151608,39.3,-39,63.9,15,41.5,51,38.7,38.4,1,28.1774,66.6927,10,3.063127e+01,-86.9523,7.55307
286594,40.3,-37,62.9,15,42.5,49,37.7,40.4,1,28.6482,71.114,8,2.874960e+01,-87.571,7.55331
354954,40.3,-40,62.9,17,41.5,51,36.7,41.4,1,29.0833,73.8827,11,2.655456e+01,-86.5189,7.55402
380364,40.3,-38,63.9,15,42.5,49,38.7,41.4,1,27.982,69.8465,10,3.472837e+01,-87.8974,7.55404
190046,37.3,-36,60.9,13,43.5,48,36.7,39.4,1,27.4574,61.2045,7,2.513672e+01,-85.92,7.55459
227566,37.3,-37,61.9,13,43.5,50,38.7,39.4,1,27.1453,59.9896,8,2.649419e+01,-86.1634,7.5546
377227,38.3,-40,63.9,15,42.5,48,38.7,41.4,1,28.4105,65.2448,12,3.115553e+01,-86.2967,7.55475
223657,38.3,-39,60.9,17,41.5,49,38.7,39.4,1,32.5754,74.9899,11,2.916379e+01,-84.6261,7.55524
196668,39.3,-37,60.9,16,43.5,50,36.7,39.4,1,31.1302,74.7966,11,3.061724e+01,-85.5959,7.55609
283457,38.3,-39,62.9,15,42.5,48,37.7,40.4,1,28.9747,66.4151,12,3.423604e+01,-86.0293,7.55622
286614,40.3,-38,63.9,15,42.5,49,37.7,40.4,1,28.4207,69.4363,8,2.585443e+01,-87.6612,7.55657
312359,40.3,-39,63.9,16,43.5,52,38.7,40.4,1,29.4999,72.2478,11,3.466861e+01,-87.2719,7.55855
140338,39.3,-38,62.9,15,43.5,52,37.7,38.4,1,29.0475,68.234,10,3.160501e+01,-86.6639,7.55879
301115,41.3,-38,63.9,16,40.5,49,38.7,40.4,1,29.1907,74.6073,10,3.014293e+01,-87.999,7.55939
308729,40.3,-40,63.9,17,42.5,51,38.7,40.4,1,31.3325,74.85,13,3.836532e+01,-86.6138,7.55944
293475,41.3,-36,62.9,15,43.5,51,37.7,40.4,1,28.4592,73.6875,7,2.596778e+01,-88.3256,7.55995
361594,40.3,-37,62.9,15,42.5,48,37.7,41.4,1,28.5727,71.3658,8,2.840115e+01,-87.6511,7.56
301999,40.3,-36,63.9,13,42.5,49,38.7,40.4,1,25.8331,63.8301,7,2.576866e+01,-88.8397,7.56067
215224,40.3,-36,62.9,14,43.5,51,37.7,39.4,1,27.3926,68.0359,7,2.800050e+01,-88.0951,7.56108
290418,39.3,-37,60.9,16,43.5,50,37.7,40.4,1,30.7812,75.0681,9,2.564564e+01,-85.9405,7.56129
148657,38.3,-39,60.9,17,41.5,50,38.7,38.4,1,33.1106,74.8365,11,2.960302e+01,-84.5307,7.56156
73337,38.3,-38,62.9,14,41.5,51,38.7,37.4,1,27.4127,63.0184,8,2.625907e+01,-86.5265,7.56163
66556,37.3,-39,61.9,15,40.5,49,38.7,37.4,1,29.7051,65.1484,11,2.984498e+01,-85.0641,7.56358
302113,39.3,-38,63.9,14,42.5,49,38.7,40.4,1,27.1604,64.517,10,3.203143e+01,-87.5426,7.56454
302586,37.3,-38,62.9,13,43.5,49,38.7,40.4,1,26.8663,58.7082,10,2.820041e+01,-86.2583,7.56478
308994,40.3,-37,63.9,14,43.5,51,38.7,40.4,1,26.8728,66.8002,8,2.964474e+01,-88.3772,7.5653
119802,38.3,-40,61.9,16,40.5,51,36.7,38.4,1,28.242,67.8392,10,2.542047e+01,-85.222,7.56629
283551,37.3,-40,61.9,16,42.5,48,37.7,40.4,1,30.5449,68.287,15,3.474501e+01,-84.6103,7.56712
347480,41.3,-40,63.9,17,39.5,49,36.7,41.4,1,28.9281,74.6662,10,2.744500e+01,-87.2995,7.56715
162834,40.3,-39,62.9,15,39.5,50,34.7,39.4,1,26.2745,66.1778,8,2.703234e+01,-87.3413,7.56816
227586,37.3,-38,62.9,13,43.5,50,38.7,39.4,1,26.9407,58.5296,10,2.865191e+01,-86.2157,7.56821
147433,39.3,-39,61.9,17,39.5,50,38.7,38.4,1,29.3519,75.0079,11,2.656274e+01,-85.3896,7.56841
267824,40.3,-36,61.9,15,42.5,48,36.7,40.4,1,29.2485,72.8526,9,2.985363e+01,-87.2526,7.56905
283437,38.3,-38,61.9,15,42.5,48,37.7,40.4,1,29.232,68.0043,10,3.004783e+01,-85.9397,7.56914
198059,40.3,-39,61.9,17,40.5,51,36.7,39.4,1,29.5999,75.5267,8,2.810004e+01,-86.0042,7.5692
208457,38.3,-39,62.9,15,42.5,49,37.7,39.4,1,29.2555,66.1932,12,3.413105e+01,-85.9417,7.56928
85818,39.3,-37,61.9,14,41.5,50,34.7,38.4,1,26.4986,64.446,11,2.560503e+01,-86.8787,7.56953
283343,39.3,-37,62.9,14,42.5,48,37.7,40.4,1,27.667,65.9379,8,2.952826e+01,-87.3508,7.57048
223862,38.3,-38,63.9,13,42.5,49,38.7,39.4,1,26.4963,59.2021,9,2.559053e+01,-87.0911,7.57056
141576,37.3,-40,62.9,15,40.5,48,38.7,38.4,1,29.5061,63.8699,12,3.281197e+01,-85.1961,7.57073
50843,39.3,-37,62.9,14,40.5,49,37.7,37.4,1,27.3917,65.0624,9,2.782583e+01,-87.1711,7.57179
346702,38.3,-40,62.9,16,43.5,48,36.7,41.4,1,30.3698,69.0497,14,3.557573e+01,-85.4107,7.57209
89656,37.3,-39,60.9,15,42.5,51,34.7,38.4,1,27.366,64.3438,10,2.506575e+01,-84.6263,7.57246
226828,39.3,-40,62.9,17,41.5,50,38.7,39.4,1,32.2696,73.9295,13,3.598287e+01,-85.635,7.57252
244729,40.3,-40,63.9,15,40.5,51,34.7,40.4,1,26.1055,64.6426,9,2.590471e+01,-87.6477,7.57273
222844,40.3,-37,62.9,15,40.5,49,38.7,39.4,1,28.3078,70.821,8,2.519038e+01,-87.652,7.57294
62067,38.3,-37,61.9,14,43.5,52,37.7,37.4,1,28.1853,64.5248,9,2.700275e+01,-86.2899,7.57362
190066,37.3,-37,61.9,13,43.5,48,36.7,39.4,1,27.4028,59.6689,9,2.920129e+01,-85.975,7.57396
287201,37.3,-40,62.9,15,43.5,49,37.7,40.4,1,29.2081,64.2032,12,3.221323e+01,-85.258,7.5741
189573,39.3,-36,61.9,14,42.5,48,36.7,39.4,1,28.2144,67.1501,8,2.793697e+01,-87.0395,7.57415
298557,38.3,-39,61.9,16,41.5,48,38.7,40.4,1,30.5616,70.7577,10,3.072406e+01,-85.4792,7.57474
361500,41.3,-36,63.9,14,42.5,48,37.7,41.4,1,26.9388,69.2685,8,3.105359e+01,-89.0831,7.5752
126043,39.3,-37,60.9,16,40.5,48,37.7,38.4,1,31.3321,74.6559,10,2.651088e+01,-85.6799,7.57522
136973,39.3,-36,62.9,13,43.5,51,37.7,38.4,1,26.5951,62.5112,7,2.605990e+01,-87.7483,7.57581
58836,37.3,-38,62.9,13,43.5,51,37.7,37.4,1,27.268,57.9938,8,2.520527e+01,-86.0207,7.57656
73058,39.3,-39,61.9,17,40.5,51,38.7,37.4,1,35.7427,75.3049,12,3.105794e+01,-85.3919,7.57697
346568,39.3,-37,61.9,15,43.5,48,36.7,41.4,1,29.1535,70.4519,9,3.136014e+01,-86.6527,7.57713
268317,38.3,-37,61.9,14,43.5,48,36.7,40.4,1,28.2165,65.0573,8,2.927317e+01,-86.3627,7.57772
283836,37.3,-38,62.9,13,43.5,48,37.7,40.4,1,27.037,58.5582,10,2.860819e+01,-86.1714,7.5779
302187,38.3,-38,61.9,15,42.5,49,38.7,40.4,1,29.3099,68.1612,8,2.673734e+01,-86.057,7.57812
305951,37.3,-40,62.9,15,43.5,50,38.7,40.4,1,29.0407,64.3651,12,3.159377e+01,-85.3761,7.57822
205092,38.3,-37,62.9,13,42.5,48,37.7,39.4,1,26.9181,60.516,9,2.941166e+01,-86.9495,7.57841
65977,38.3,-40,63.9,15,39.5,49,38.7,37.4,1,28.929,64.1905,11,3.008864e+01,-86.0422,7.57853
230837,38.3,-38,62.9,14,43.5,51,38.7,39.4,1,27.8066,63.6085,9,3.033483e+01,-86.6143,7.57883
19051,37.3,-40,61.9,15,39.5,49,35.7,37.4,1,27.1683,62.7288,12,2.870352e+01,-84.7723,7.57898
346682,38.3,-39,61.9,16,43.5,48,36.7,41.4,1,30.4456,70.6655,15,3.674536e+01,-85.3196,7.57917
227187,38.3,-38,61.9,15,42.5,50,38.7,39.4,1,29.3752,67.9357,9,2.702822e+01,-85.9933,7.57926
47692,38.3,-37,61.9,14,40.5,48,37.7,37.4,1,28.2637,64.4653,9,2.725116e+01,-86.2565,7.57971
118397,38.3,-36,59.9,15,43.5,50,36.7,38.4,1,30.0532,71.0031,9,2.538038e+01,-85.3302,7.58009
282944,40.3,-37,61.9,16,41.5,48,37.7,40.4,1,30.5907,75.8121,9,2.631686e+01,-86.7643,7.58022
137281,37.3,-39,60.9,16,43.5,51,37.7,38.4,1,31.2796,69.5583,13,3.403405e+01,-84.2975,7.58058
219214,40.3,-38,62.9,16,39.5,48,38.7,39.4,1,30.2262,73.6628,9,2.599347e+01,-87.013,7.58098
252798,39.3,-36,60.9,15,43.5,48,35.7,40.4,1,29.7734,71.9631,10,2.972589e+01,-86.214,7.58108
346548,39.3,-36,60.9,15,43.5,48,36.7,41.4,1,29.4924,72.2455,8,2.503382e+01,-86.5213,7.58118
114573,39.3,-36,61.9,14,42.5,49,36.7,38.4,1,28.3257,66.8888,9,2.833553e+01,-86.9519,7.58124
126536,37.3,-38,60.9,15,41.5,48,37.7,38.4,1,29.8998,66.8072,11,3.039265e+01,-84.8782,7.58159
208816,37.3,-37,61.9,13,43.5,49,37.7,39.4,1,27.3225,59.836,8,2.678256e+01,-86.0729,7.58222
111322,38.3,-36,61.9,13,42.5,48,36.7,38.4,1,27.3615,61.6526,8,2.888831e+01,-86.7136,7.58296
47772,38.3,-36,59.9,15,40.5,48,37.7,37.4,1,30.0309,70.8522,9,2.548895e+01,-85.3936,7.5835
230857,38.3,-39,63.9,14,43.5,51,38.7,39.4,1,27.6098,62.1118,10,3.085838e+01,-86.6715,7.58391
14476,37.3,-40,63.9,13,42.5,52,34.7,37.4,1,25.9136,54.0798,11,2.536460e+01,-85.9911,7.58396
364845,41.3,-37,62.9,16,42.5,49,37.7,41.4,1,30.0348,76.7756,9,3.053914e+01,-87.7381,7.58399
70186,37.3,-38,61.9,14,41.5,50,38.7,37.4,1,28.3842,62.4255,9,2.572313e+01,-85.5988,7.58577
189687,38.3,-38,61.9,15,42.5,48,36.7,39.4,1,29.739,67.5621,12,3.387029e+01,-85.67,7.58591
362087,38.3,-38,62.9,14,43.5,48,37.7,41.4,1,27.7774,63.8677,11,3.166409e+01,-86.6219,7.58676
111416,37.3,-37,60.9,14,42.5,48,36.7,38.4,1,28.8036,63.8849,10,2.963658e+01,-85.3101,7.58741
174547,38.3,-36,60.9,14,43.5,48,35.7,39.4,1,28.7581,66.2214,9,2.779428e+01,-86.0153,7.58746
156031,37.3,-39,60.9,16,43.5,52,38.7,38.4,1,31.3389,69.6395,11,3.064908e+01,-84.467,7.58797
223557,38.3,-39,61.9,16,41.5,49,38.7,39.4,1,30.8473,70.5288,11,3.116761e+01,-85.3975,7.58837
230743,39.3,-37,63.9,13,43.5,51,38.7,39.4,1,26.2257,61.3509,8,2.747061e+01,-87.9562,7.58843
204673,39.3,-36,60.9,15,41.5,48,37.7,39.4,1,29.6322,71.9933,8,2.537009e+01,-86.4545,7.58857
230951,37.3,-40,62.9,15,43.5,51,38.7,39.4,1,29.2813,64.1668,12,3.225197e+01,-85.3079,7.58868
331049,40.3,-36,60.9,16,43.5,48,35.7,41.4,1,31.0154,77.7515,11,3.165690e+01,-86.297,7.58877
57313,39.3,-38,61.9,16,40.5,51,37.7,37.4,1,29.1726,72.164,10,2.653455e+01,-85.8089,7.58902
380837,38.3,-38,62.9,14,43.5,49,38.7,41.4,1,27.7503,64.0112,11,3.114848e+01,-86.7138,7.58952
361614,40.3,-38,63.9,15,42.5,48,37.7,41.4,1,28.4386,69.6639,11,3.627327e+01,-87.7322,7.5905
287181,37.3,-39,61.9,15,43.5,49,37.7,40.4,1,29.3993,65.7186,13,3.322799e+01,-85.1781,7.59057
208517,38.3,-37,59.9,16,42.5,49,37.7,39.4,1,31.3994,74.0969,9,2.545978e+01,-84.9501,7.59059
93386,37.3,-38,59.9,15,43.5,52,34.7,38.4,1,27.6852,65.9573,10,2.538044e+01,-84.4909,7.59073
346075,41.3,-36,61.9,16,42.5,48,36.7,41.4,1,30.6125,78.6853,9,2.740605e+01,-87.3474,7.59109
361215,41.3,-38,62.9,17,41.5,48,37.7,41.4,1,31.8413,79.4944,11,3.153781e+01,-87.0002,7.59134
380478,39.3,-40,63.9,16,42.5,49,38.7,41.4,1,29.702,70.1166,13,3.492055e+01,-86.549,7.59163
96296,37.3,-36,60.9,13,43.5,48,35.7,38.4,1,27.8749,60.8022,8,2.876919e+01,-85.7057,7.59166
286574,40.3,-36,61.9,15,42.5,49,37.7,40.4,1,29.1897,72.9349,8,2.554122e+01,-87.4282,7.59239
361728,39.3,-40,63.9,16,42.5,48,37.7,41.4,1,30.0181,69.9312,14,3.579528e+01,-86.3792,7.5924
73836,37.3,-38,62.9,13,42.5,51,38.7,37.4,1,27.058,58.0964,8,2.656110e+01,-86.1315,7.59254
141656,37.3,-39,60.9,16,40.5,48,38.7,38.4,1,31.4159,69.5855,12,3.104902e+01,-84.4122,7.59265
368689,40.3,-38,61.9,17,43.5,50,37.7,41.4,1,31.942,78.7276,11,3.055550e+01,-86.2167,7.59266
114767,38.3,-37,59.9,16,42.5,49,36.7,38.4,1,31.7116,73.8242,11,3.052294e+01,-84.5996,7.59446
171651,37.3,-40,60.9,16,43.5,52,34.7,39.4,1,28.4244,67.133,9,2.547145e+01,-84.1024,7.5953
145226,37.3,-40,63.9,14,41.5,49,38.7,38.4,1,28.1937,59.7415,10,3.020578e+01,-85.7565,7.59551
167727,38.3,-40,63.9,14,42.5,51,34.7,39.4,1,26.5452,59.1094,11,2.690876e+01,-86.4578,7.59551
192824,40.3,-36,61.9,15,42.5,49,36.7,39.4,1,29.5489,72.6618,10,3.033278e+01,-87.1318,7.5964
324802,38.3,-40,61.9,16,43.5,51,34.7,41.4,1,28.1732,67.9507,11,2.506326e+01,-85.2768,7.59686
51536,37.3,-38,60.9,15,41.5,49,37.7,37.4,1,30.1592,66.5778,11,3.089842e+01,-84.7911,7.59709
58816,37.3,-37,61.9,13,43.5,51,37.7,37.4,1,27.4549,59.4245,8,2.749189e+01,-85.9652,7.59709
77301,37.3,-40,61.9,16,42.5,52,38.7,37.4,1,31.552,67.7985,13,3.338015e+01,-84.5057,7.59755
346588,39.3,-38,62.9,15,43.5,48,36.7,41.4,1,29.0599,68.7658,12,3.607720e+01,-86.7406,7.59758
377113,39.3,-38,63.9,14,42.5,48,38.7,41.4,1,27.267,64.7063,11,3.194341e+01,-87.5799,7.59868
361708,39.3,-39,62.9,16,42.5,48,37.7,41.4,1,30.1902,71.5641,14,3.700142e+01,-86.2935,7.59893
305723,39.3,-36,62.9,13,43.5,50,38.7,40.4,1,26.6594,63.0936,7,2.530701e+01,-87.9272,7.59894
129094,40.3,-37,62.9,15,40.5,49,37.7,38.4,1,28.6701,70.5387,10,2.978848e+01,-87.4029,7.59904
94137,38.3,-38,59.9,16,39.5,48,35.7,38.4,1,28.8432,71.1585,8,2.715706e+01,-84.6051,7.59961
268018,39.3,-37,59.9,17,42.5,48,36.7,40.4,1,32.7409,79.5836,10,2.726600e+01,-84.8041,7.60078
238969,40.3,-37,62.9,14,41.5,49,34.7,40.4,1,26.5578,65.255,10,2.531046e+01,-87.9718,7.60114
145112,38.3,-38,63.9,13,41.5,49,38.7,38.4,1,26.655,58.9472,8,2.504572e+01,-87.0486,7.60131
204807,38.3,-39,61.9,16,41.5,48,37.7,39.4,1,31.0536,70.4058,12,3.460577e+01,-85.2118,7.60143
144827,38.3,-40,62.9,16,40.5,49,38.7,38.4,1,31.0659,68.6456,13,3.396908e+01,-85.4144,7.60225
208836,37.3,-38,62.9,13,43.5,49,37.7,39.4,1,27.2689,58.3615,10,2.911408e+01,-86.1099,7.6028
47193,39.3,-37,61.9,15,39.5,48,37.7,37.4,1,29.3104,69.6147,10,2.564546e+01,-86.4211,7.60289
110923,39.3,-36,60.9,15,41.5,48,36.7,38.4,1,30.0094,71.7185,11,3.023630e+01,-86.1537,7.60292
130166,37.3,-37,60.9,14,42.5,49,37.7,38.4,1,28.7554,64.0678,9,2.620421e+01,-85.4397,7.60315
305837,38.3,-38,62.9,14,43.5,50,38.7,40.4,1,27.8885,63.8059,10,3.127176e+01,-86.6558,7.60343
148457,38.3,-39,62.9,15,41.5,50,38.7,38.4,1,29.3282,66.0742,10,2.993959e+01,-86.0227,7.60348
223343,39.3,-37,62.9,14,41.5,49,38.7,39.4,1,27.7149,65.7876,8,2.672778e+01,-87.4028,7.6041
223363,39.3,-38,63.9,14,41.5,49,38.7,39.4,1,27.4274,64.2281,8,2.895182e+01,-87.4828,7.60437
186677,38.3,-40,61.9,16,42.5,52,35.7,39.4,1,28.3187,67.9057,10,2.544691e+01,-85.1674,7.60458
298862,38.3,-38,63.9,13,42.5,48,38.7,40.4,1,26.6202,59.3641,9,2.512388e+01,-87.1155,7.6048
377606,37.3,-39,63.9,13,43.5,48,38.7,41.4,1,26.795,57.5071,11,2.680962e+01,-86.3089,7.60505
204000,41.3,-36,63.9,14,40.5,48,37.7,39.4,1,26.8709,68.5881,6,2.503917e+01,-88.9602,7.60511
268337,38.3,-38,62.9,14,43.5,48,36.7,40.4,1,28.2397,63.4658,10,3.241003e+01,-86.4142,7.60631
133836,37.3,-38,62.9,13,43.5,50,37.7,38.4,1,27.3744,58.1728,9,2.839413e+01,-86.0577,7.60698
346474,40.3,-36,62.9,14,43.5,48,36.7,41.4,1,27.7816,68.3521,8,3.082586e+01,-88.0721,7.60767
380723,39.3,-36,62.9,13,43.5,49,38.7,41.4,1,26.7005,63.2995,7,2.508670e+01,-87.9659,7.60824
349725,41.3,-36,62.9,15,43.5,49,36.7,41.4,1,28.965,73.7797,8,2.998674e+01,-88.2055,7.60834
133816,37.3,-37,61.9,13,43.5,50,37.7,38.4,1,27.4979,59.6255,8,2.712962e+01,-86.0107,7.60893
212201,37.3,-40,62.9,15,43.5,50,37.7,39.4,1,29.6272,63.9873,13,3.296526e+01,-85.1626,7.61015
174641,37.3,-37,59.9,15,43.5,48,35.7,39.4,1,30.2201,68.4182,10,2.821578e+01,-84.5465,7.61081
302606,37.3,-39,63.9,13,43.5,49,38.7,40.4,1,26.9364,57.27,10,2.731703e+01,-86.2649,7.61103
346662,38.3,-38,60.9,16,43.5,48,36.7,41.4,1,30.8296,72.4081,10,2.833463e+01,-85.1877,7.61167
62926,37.3,-40,61.9,16,39.5,48,38.7,37.4,1,31.8318,67.7027,13,3.395626e+01,-84.4277,7.61176
137087,38.3,-38,62.9,14,43.5,51,37.7,38.4,1,28.2588,63.22,9,3.132815e+01,-86.4171,7.6118
233589,40.3,-38,62.9,16,42.5,52,38.7,39.4,1,30.3586,73.7121,9,2.576729e+01,-87.0579,7.61222
287067,38.3,-37,61.9,14,43.5,49,37.7,40.4,1,28.31,65.2194,8,2.606156e+01,-86.4688,7.61224
141163,39.3,-38,60.9,17,39.5,48,38.7,38.4,1,34.1387,77.4063,10,2.686241e+01,-85.1877,7.61249
264834,40.3,-39,62.9,16,42.5,52,35.7,40.4,1,28.2261,71.1672,11,2.672695e+01,-86.8561,7.61323
301614,40.3,-38,63.9,15,41.5,49,38.7,40.4,1,28.4281,69.5251,9,3.105858e+01,-87.8149,7.61335
309108,39.3,-39,63.9,15,43.5,51,38.7,40.4,1,28.6179,67.2869,12,3.418699e+01,-87.0406,7.61348
62147,38.3,-36,59.9,15,43.5,52,37.7,37.4,1,30.2461,70.8815,9,2.530534e+01,-85.4116,7.61359
302301,37.3,-40,61.9,16,42.5,49,38.7,40.4,1,30.7799,68.4477,14,3.395788e+01,-84.7296,7.61394
305931,37.3,-39,61.9,15,43.5,50,38.7,40.4,1,29.5865,65.8659,13,3.262807e+01,-85.2761,7.61469
55166,37.3,-37,60.9,14,42.5,50,37.7,37.4,1,28.8581,63.8347,9,2.652659e+01,-85.3709,7.61479
305458,39.3,-39,62.9,16,42.5,50,38.7,40.4,1,30.3813,71.5056,11,3.400714e+01,-86.3637,7.61492
218375,41.3,-36,63.9,14,43.5,52,37.7,39.4,1,26.8847,68.6253,7,2.857305e+01,-88.9806,7.61496
133437,38.3,-38,61.9,15,42.5,50,37.7,38.4,1,29.7978,67.5224,11,3.098985e+01,-85.7591,7.61652
339928,39.3,-40,61.9,17,42.5,51,35.7,41.4,1,29.4251,73.0557,10,2.639725e+01,-85.4557,7.6168
320964,40.3,-38,62.9,15,42.5,50,34.7,41.4,1,27.2902,68.337,10,2.593139e+01,-87.4627,7.61681
191158,39.3,-39,60.9,17,39.5,49,36.7,39.4,1,29.9142,74.6752,8,2.744468e+01,-85.1079,7.61688
376999,40.3,-36,63.9,13,42.5,48,38.7,41.4,1,26.1431,64.0166,8,2.814337e+01,-88.855,7.61707
232485,41.3,-39,63.9,17,40.5,52,38.7,39.4,1,32.5794,81.1145,10,2.729559e+01,-87.3636,7.61708
41058,39.3,-39,61.9,16,39.5,51,36.7,37.4,1,28.4143,70.1229,9,2.708248e+01,-85.7824,7.61713
208437,38.3,-38,61.9,15,42.5,49,37.7,39.4,1,29.6444,67.76,10,3.050134e+01,-85.8407,7.61738
193431,37.3,-39,61.9,15,43.5,49,36.7,39.4,1,29.9614,65.2964,13,3.393624e+01,-84.9274,7.61763
137201,37.3,-40,62.9,15,43.5,51,37.7,38.4,1,29.902,63.7769,12,3.296391e+01,-85.0756,7.61869
301215,41.3,-38,62.9,17,40.5,49,38.7,40.4,1,32.4041,79.3176,10,2.728819e+01,-87.1409,7.61926
152107,38.3,-39,63.9,14,42.5,51,38.7,38.4,1,27.843,61.8431,9,3.015494e+01,-86.6169,7.62027
309302,38.3,-40,61.9,17,43.5,51,38.7,40.4,1,32.1907,73.3295,16,3.593522e+01,-84.8988,7.62099
380458,39.3,-39,62.9,16,42.5,49,38.7,41.4,1,30.2301,71.7339,14,3.615464e+01,-86.4399,7.62132
171543,39.3,-37,60.9,15,43.5,52,34.7,39.4,1,27.6993,69.2348,11,2.666468e+01,-86.1716,7.62144
140418,39.3,-37,60.9,16,43.5,52,37.7,38.4,1,31.576,74.6925,10,2.629092e+01,-85.7092,7.6217
61568,39.3,-37,61.9,15,42.5,52,37.7,37.4,1,29.3755,69.6568,9,2.542743e+01,-86.4589,7.62199
62281,37.3,-39,60.9,16,43.5,52,37.7,37.4,1,31.8951,69.4047,12,3.182266e+01,-84.1754,7.62213
100938,39.3,-38,61.9,15,40.5,50,35.7,38.4,1,27.4096,67.4227,11,2.613146e+01,-86.3904,7.62249
79011,37.3,-38,59.9,15,40.5,48,34.7,38.4,1,27.7798,65.903,9,2.565009e+01,-84.4193,7.62308
239077,38.3,-40,62.9,15,41.5,49,34.7,40.4,1,27.2151,63.5479,12,2.826879e+01,-85.8479,7.62316
145206,37.3,-39,62.9,14,41.5,49,38.7,38.4,1,28.4093,61.1582,10,2.965589e+01,-85.7045,7.62375
361973,39.3,-36,62.9,13,43.5,48,37.7,41.4,1,26.8164,63.1575,8,2.786392e+01,-87.8807,7.62375
287087,38.3,-38,62.9,14,43.5,49,37.7,40.4,1,28.1036,63.6447,10,3.177617e+01,-86.5423,7.62384
115066,37.3,-37,61.9,13,43.5,49,36.7,38.4,1,27.7497,59.439,9,2.970398e+01,-85.8901,7.6241
51342,38.3,-37,62.9,13,41.5,49,37.7,37.4,1,27.1442,60.0299,8,2.823214e+01,-86.8393,7.62482
305857,38.3,-39,63.9,14,43.5,50,38.7,40.4,1,27.7442,62.2887,11,3.068074e+01,-86.7059,7.62544
